series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_0,PRT,54,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ESP,59,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,PRT,58,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ESP,60,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,SWE,64,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,GBR,69,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,SWE,65,0.92,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,SWE,65,0.91,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,GBR,70,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CAN,75,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,JPN,80,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,USA,83,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,USA,86,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,AUS,88,0.77,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,AUS,88,0.77,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,AUS,92,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,NZL,93,0.66,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,NZL,94,0.67,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ISR,98,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,NZL,97,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,ISR,99,0.89,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,NZL,95,0.66,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ISR,101,0.52,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,KOR,103,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,ISR,100,0.89,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,ISR,101,0.51,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,KOR,103,0.51,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,ISR,100,0.88,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,KOR,105,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,TUR,108,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,KOR,105,0.58,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,KOR,107,0.54,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,TUR,108,0.54,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,KOR,105,0.58,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CHL,113,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,TUR,110,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,TUR,111,0.51,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,CHL,113,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,TUR,111,0.51,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CHL,115,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,EST,118,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,EST,118,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,EST,120,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,HUN,122,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,EST,120,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,HUN,124,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,HUN,126,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,LVA,127,0.64,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,HUN,125,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,LVA,127,0.65,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,LTU,133,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,LVA,130,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,LVA,130,0.61,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,LTU,135,0.63,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,POL,137,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,LTU,136,0.63,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,POL,137,0.58,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,SVK,142,0.66,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,SVK,144,0.58,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,POL,141,0.66,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,SVK,142,0.66,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,SVK,144,0.62,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,SVN,147,0.66,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,SVK,145,0.62,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,SVN,147,0.66,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,SVK,145,0.62,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CZE,152,0.66,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,SVN,150,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,CZE,152,0.665,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CZE,155,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,NOR,158,0.67,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,NOR,158,0.68,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CHE,161,0.63,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,NOR,160,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,CHE,164,0.68,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ISL,166,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,CHE,165,0.68,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,ISL,169,0.76,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ISL,170,0.77,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,MEX,172,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,ISL,170,0.76,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,MEX,171,0.76,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,CRI,176,0.58,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,MEX,175,0.92,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,CRI,176,0.91,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,MEX,175,0.91,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,BRA,181,1.05,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,BRA,184,0.62,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,BRA,181,1.05,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,ARG,187,0.8899999999999999,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,BRA,185,0.62,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,ARG,186,1.21,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,BRA,185,0.63,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,COL,193,0.97,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,ARG,190,0.62,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,COL,191,0.62,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,COL,192,1.37,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,ARG,190,0.62,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,COL,191,0.62,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_0,IND,198,1.46,217,142,150,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_1,IND,196,0.86,102,139,187,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_2,IND,198,1.45,192,89,105,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
series_3,IND,196,0.85,143,179,214,Standard Deviation of CIT and DBCFT Revenue by Country,Bar chart showing revenue volatility/standard deviation for CIT and DBCFT across countries,Countries,Standard Deviation,standard_deviation
