series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_1,,40,-4.18,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,40,-3.545,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,45,-2.57,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,45,-3.37,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,50,-2.85,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,50,-3.15,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,55,0.0,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,55,0.0,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,60,-3.21,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,60,0.0,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,65,-2.62,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,65,0.0,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,70,-4.045,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,72,-5.545,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,71,0.0,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,75,-1.51,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,77,0.0,182,40,55,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_2,,75,-10.51,210,126,117,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,80,0.0,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,85,0.0,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,90,-5.85,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,100,-5.87,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,105,-5.395,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,110,-1.635,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,115,-1.95,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,120,-15.34,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,125,-15.12,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,182,-39.46,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,185,-39.2,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,190,-39.22,109,147,121,CIT Revenue Change vs DBCFT Adoption Revenue Change,Scatter plot showing relationship between DBCFT adoption revenue impact and CIT revenue change,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
