series,x_position,value,color_r,color_g,color_b
series_2,36,10.18867924528302,176,180,192
series_2,37,10.18867924528302,176,180,192
series_2,38,10.943396226415095,176,180,192
series_2,39,10.943396226415095,176,180,192
series_2,40,10.943396226415095,176,180,192
series_2,45,14.339622641509434,176,180,192
series_2,46,14.339622641509434,176,180,192
series_2,53,16.9811320754717,176,180,192
series_2,57,17.358490566037734,176,180,192
series_2,58,17.358490566037734,176,180,192
series_2,59,17.358490566037734,176,180,192
series_2,75,20.754716981132077,176,180,192
series_2,82,23.77358490566038,176,180,192
series_2,83,23.77358490566038,176,180,192
series_2,84,24.528301886792452,176,180,192
series_2,96,30.566037735849054,176,180,192
series_3,5,6.037735849056604,177,26,45
series_3,6,6.7924528301886795,177,26,45
series_3,7,6.7924528301886795,177,26,45
series_3,8,12.075471698113208,177,26,45
series_3,9,12.075471698113208,177,26,45
series_3,10,6.7924528301886795,177,26,45
series_3,11,6.7924528301886795,177,26,45
series_3,12,12.075471698113208,177,26,45
series_3,13,12.075471698113208,177,26,45
series_3,14,28.67924528301887,177,26,45
series_3,15,28.67924528301887,177,26,45
series_3,16,27.547169811320753,177,26,45
series_3,17,27.547169811320753,177,26,45
series_3,18,21.50943396226415,177,26,45
series_3,19,21.50943396226415,177,26,45
series_3,20,16.9811320754717,177,26,45
series_3,21,17.358490566037734,177,26,45
series_3,22,16.9811320754717,177,26,45
series_3,23,17.358490566037734,177,26,45
series_3,24,27.547169811320753,177,26,45
series_3,25,27.547169811320753,177,26,45
series_3,26,16.9811320754717,177,26,45
series_3,27,17.358490566037734,177,26,45
series_3,28,16.22641509433962,177,26,45
series_3,29,16.22641509433962,177,26,45
series_3,30,15.471698113207546,177,26,45
series_3,31,13.20754716981132,177,26,45
series_3,32,17.735849056603772,177,26,45
series_3,33,18.49056603773585,177,26,45
series_3,34,36.60377358490566,177,26,45
series_3,35,37.35849056603773,177,26,45
series_3,36,36.9811320754717,177,26,45
series_3,37,32.83018867924528,177,26,45
series_3,38,32.83018867924528,177,26,45
series_3,39,27.547169811320753,177,26,45
series_3,40,27.547169811320753,177,26,45
series_3,41,17.358490566037734,177,26,45
series_3,42,16.9811320754717,177,26,45
series_3,43,17.358490566037734,177,26,45
series_3,44,16.9811320754717,177,26,45
series_3,45,27.92452830188679,177,26,45
series_3,46,27.92452830188679,177,26,45
series_3,47,6.7924528301886795,177,26,45
series_3,48,6.7924528301886795,177,26,45
series_3,49,25.660377358490567,177,26,45
series_3,50,25.660377358490567,177,26,45
series_3,51,16.22641509433962,177,26,45
series_3,52,16.22641509433962,177,26,45
series_3,53,23.39622641509434,177,26,45
series_3,54,23.39622641509434,177,26,45
series_3,55,29.056603773584904,177,26,45
series_3,56,29.056603773584904,177,26,45
series_3,57,25.28301886792453,177,26,45
series_3,58,25.28301886792453,177,26,45
series_3,59,16.22641509433962,177,26,45
series_3,60,16.22641509433962,177,26,45
series_3,61,23.39622641509434,177,26,45
series_3,62,23.39622641509434,177,26,45
series_3,63,23.0188679245283,177,26,45
series_3,64,22.641509433962266,177,26,45
series_3,65,29.81132075471698,177,26,45
series_3,66,30.18867924528302,177,26,45
series_3,67,29.81132075471698,177,26,45
series_3,68,22.641509433962266,177,26,45
series_3,69,25.28301886792453,177,26,45
series_3,70,26.037735849056602,177,26,45
series_3,71,30.943396226415093,177,26,45
series_3,72,32.075471698113205,177,26,45
series_3,73,31.69811320754717,177,26,45
series_3,74,27.547169811320753,177,26,45
series_3,75,27.547169811320753,177,26,45
series_3,76,32.075471698113205,177,26,45
series_3,77,31.69811320754717,177,26,45
series_3,78,22.641509433962266,177,26,45
series_3,79,22.641509433962266,177,26,45
series_3,80,17.358490566037734,177,26,45
series_3,81,17.358490566037734,177,26,45
series_3,82,17.358490566037734,177,26,45
series_3,83,17.358490566037734,177,26,45
series_3,84,37.735849056603776,177,26,45
series_3,85,37.735849056603776,177,26,45
series_3,86,9.433962264150944,177,26,45
series_3,87,9.433962264150944,177,26,45
series_3,88,27.547169811320753,177,26,45
series_3,89,27.547169811320753,177,26,45
series_3,90,16.9811320754717,177,26,45
series_3,91,17.358490566037734,177,26,45
series_3,92,33.9622641509434,177,26,45
series_3,93,33.9622641509434,177,26,45
series_3,94,33.20754716981132,177,26,45
series_3,95,30.943396226415093,177,26,45
series_3,96,30.18867924528302,177,26,45
series_3,97,21.88679245283019,177,26,45
series_3,98,22.264150943396228,177,26,45
series_3,99,22.641509433962266,177,26,45
series_4,47,4.528301886792453,130,117,121
series_4,48,7.169811320754717,130,117,121
series_4,51,15.471698113207546,130,117,121
series_4,52,13.962264150943396,130,117,121
series_4,59,16.22641509433962,130,117,121
series_4,60,16.60377358490566,130,117,121
series_4,79,21.50943396226415,130,117,121
series_4,80,17.358490566037734,130,117,121
series_4,81,15.09433962264151,130,117,121
series_4,82,15.09433962264151,130,117,121
series_4,83,17.358490566037734,130,117,121
series_4,86,9.811320754716983,130,117,121
series_4,87,9.433962264150944,130,117,121
series_4,90,17.358490566037734,130,117,121
series_4,91,17.358490566037734,130,117,121
series_4,95,28.30188679245283,130,117,121
series_4,96,29.81132075471698,130,117,121
series_4,98,22.641509433962266,130,117,121
series_4,99,20.0,130,117,121
