series,x_position,country,value_normalized,value,value_unit,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label
series_1,11,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,12,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,13,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,14,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,15,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,16,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,17,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,18,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,19,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,20,Trade deficit,60.93189964157706,2.4372759856630823,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,21,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,22,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,23,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,24,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,25,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,26,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,27,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,28,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,29,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,30,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,31,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,32,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,33,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,34,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,35,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,36,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,37,Trade deficit,51.25448028673835,2.050179211469534,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,65,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,66,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,67,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,68,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,69,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,70,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,71,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,72,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,73,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,74,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,75,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,76,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,77,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,78,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,79,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,80,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,81,Trade surplus,66.66666666666666,2.666666666666666,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,82,Trade surplus,74.19354838709677,2.9677419354838706,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,83,Trade surplus,74.19354838709677,2.9677419354838706,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_1,99,Trade surplus,74.19354838709677,2.9677419354838706,percent,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,20,Trade deficit,60.57347670250897,2.4229390681003586,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,21,Trade deficit,51.25448028673835,2.050179211469534,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,66,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,67,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,68,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,69,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,70,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,71,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,72,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,73,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,74,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,75,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,76,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
series_3,77,Trade surplus,67.02508960573476,2.6810035842293907,percent,114,117,128,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP
