series,x_value,y_value,y_value_unit,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label
series_0,76.87366167023555,51.34099616858238,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,64.88222698072805,53.25670498084292,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,74.7323340471092,53.63984674329502,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,73.44753747323341,50.95785440613027,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,68.95074946466809,53.25670498084292,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,76.23126338329764,54.406130268199234,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,74.7323340471092,54.78927203065134,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,73.44753747323341,54.78927203065134,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,69.593147751606,55.172413793103445,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,64.23982869379014,55.172413793103445,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,55.938697318007655,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,73.44753747323341,55.938697318007655,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,64.02569593147751,49.808429118773944,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,61.67023554603854,56.70498084291188,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.599571734475376,56.32183908045977,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,66.80942184154176,54.406130268199234,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,57.8544061302682,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,66.38115631691649,58.23754789272031,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.17130620985011,58.620689655172406,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,61.02783725910065,59.00383141762452,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,65.31049250535332,59.77011494252874,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.17130620985011,59.77011494252874,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,71.73447537473233,61.30268199233716,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,70.44967880085653,57.47126436781609,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,64.02569593147751,59.00383141762452,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,66.38115631691649,61.30268199233716,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,74.08993576017131,60.15325670498084,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,67.6659528907923,62.45210727969349,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,65.52462526766595,63.601532567049816,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,61.24197002141327,62.83524904214559,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.743040685224834,63.601532567049816,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,72.1627408993576,63.2183908045977,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,62.526766595289075,65.13409961685824,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,73.44753747323341,64.75095785440614,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,71.5203426124197,65.51724137931035,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,65.95289079229121,65.90038314176245,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.17130620985011,65.51724137931035,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,72.59100642398288,66.28352490421456,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,3.2119914346895073,26.053639846743295,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,69.16488222698072,64.36781609195403,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,70.66381156316916,68.19923371647509,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,61.02783725910065,67.43295019157088,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,69.34865900383141,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,25.69593147751606,27.969348659003828,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,66.80942184154176,68.5823754789272,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,63.38329764453962,70.88122605363985,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,72.1627408993576,71.26436781609196,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,62.526766595289075,68.19923371647509,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.314775160599574,73.18007662835248,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,68.3083511777302,71.26436781609196,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,67.02355460385438,75.47892720306514,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,72.37687366167023,74.71264367816092,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,67.88008565310493,76.62835249042146,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,66.16702355460386,77.39463601532567,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,79.3103448275862,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,61.88436830835118,75.47892720306514,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,65.52462526766595,80.07662835249042,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.95717344753747,80.84291187739464,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,83.5249042145594,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.95717344753747,84.2911877394636,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.17130620985011,87.73946360153256,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.52890792291221,88.88888888888889,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,60.38543897216274,99.23371647509579,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_0,59.314775160599574,99.23371647509579,,145,179,213,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_1,34.26124197002141,26.81992337164751,,215,138,148,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_1,11.563169164882227,36.39846743295019,,215,138,148,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_2,50.32119914346895,34.86590038314176,,98,86,94,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.95717344753747,36.015325670498086,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,60.38543897216274,40.229885057471265,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.314775160599574,41.7624521072797,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.95717344753747,41.7624521072797,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.743040685224834,43.67816091954023,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,72.59100642398288,45.593869731800766,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,64.45396145610277,44.827586206896555,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,66.16702355460386,46.36015325670498,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,64.02569593147751,46.74329501915709,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,60.599571734475376,47.12643678160919,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,73.87580299785867,47.89272030651341,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,64.23982869379014,48.65900383141762,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,73.01927194860814,50.57471264367817,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,73.66167023554604,50.57471264367817,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,72.59100642398288,51.724137931034484,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,75.80299785867237,54.02298850574713,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,69.593147751606,54.02298850574713,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,68.3083511777302,53.25670498084292,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,66.16702355460386,52.10727969348659,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,67.45182012847965,55.172413793103445,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,68.3083511777302,55.172413793103445,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,66.38115631691649,55.55555555555556,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,74.7323340471092,59.00383141762452,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,65.31049250535332,61.30268199233716,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,64.66809421841542,62.83524904214559,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,66.38115631691649,64.75095785440614,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,61.88436830835118,56.70498084291188,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,67.02355460385438,65.90038314176245,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,71.30620985010707,61.68582375478927,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,3.2119914346895073,66.66666666666666,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,70.8779443254818,66.28352490421456,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,70.44967880085653,67.43295019157088,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,65.73875802997858,66.66666666666666,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,62.95503211991434,65.13409961685824,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,25.910064239828696,69.73180076628353,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,66.80942184154176,68.96551724137932,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.314775160599574,68.96551724137932,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,68.52248394004282,68.96551724137932,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,60.38543897216274,70.49808429118774,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,62.31263383297645,72.79693486590038,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,63.16916488222698,73.18007662835248,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,73.01927194860814,75.47892720306514,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,63.16916488222698,77.01149425287356,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,60.17130620985011,76.24521072796935,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,64.45396145610277,78.9272030651341,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,59.314775160599574,80.45977011494253,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_3,60.38543897216274,83.9080459770115,,102,145,191,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,88.86509635974305,3.8314176245210727,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,89.07922912205566,6.513409961685824,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,78.15845824411134,5.747126436781609,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,89.93576017130621,7.662835249042145,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,90.14989293361884,10.727969348659004,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,89.72162740899357,9.195402298850574,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,92.50535331905782,10.344827586206897,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,82.22698072805139,12.643678160919542,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,80.72805139186295,12.643678160919542,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,85.01070663811564,13.409961685823754,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,49.892933618843685,27.586206896551722,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.80728051391864,34.48275862068966,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,34.86590038314176,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
