series,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label
series_0,64,54.121863799283155,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,65,54.83870967741935,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,66,54.83870967741935,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,67,54.83870967741935,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,68,54.121863799283155,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,69,54.121863799283155,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,70,54.48028673835126,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,71,54.48028673835126,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,72,51.61290322580645,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,73,54.83870967741935,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,74,54.83870967741935,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,75,51.61290322580645,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,76,44.086021505376344,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,77,46.236559139784944,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,78,46.236559139784944,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,81,48.028673835125446,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,82,48.028673835125446,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,83,44.44444444444444,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,84,44.44444444444444,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,85,48.38709677419355,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,86,48.74551971326165,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,87,48.38709677419355,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,88,49.10394265232975,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,89,49.46236559139785,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,90,49.10394265232975,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,96,8.60215053763441,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,97,8.960573476702509,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,98,14.336917562724013,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_0,99,14.336917562724013,177,24,43,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,11,81.00358422939068,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,12,82.07885304659499,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,13,87.45519713261649,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,14,87.09677419354838,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,15,86.02150537634408,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,16,85.30465949820788,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,17,84.94623655913979,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,18,83.87096774193549,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,19,83.51254480286738,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,20,82.79569892473118,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,21,82.07885304659499,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,22,81.36200716845879,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,23,80.28673835125448,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,24,79.92831541218638,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,26,78.85304659498208,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,27,78.13620071684588,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,28,77.41935483870968,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,29,76.70250896057348,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,30,75.62724014336918,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,31,78.85304659498208,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,32,78.85304659498208,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,33,73.47670250896059,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,34,77.06093189964157,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,35,100.0,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,36,100.0,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,37,99.6415770609319,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,38,100.0,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,39,99.6415770609319,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,40,100.0,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,41,100.0,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,42,99.6415770609319,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,43,72.40143369175627,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,44,98.56630824372759,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,45,99.2831541218638,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,46,99.2831541218638,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,47,98.56630824372759,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,48,98.2078853046595,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,49,97.84946236559139,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,50,74.91039426523297,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,51,74.91039426523297,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,52,78.49462365591397,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,53,78.85304659498208,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,54,78.49462365591397,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,55,73.83512544802868,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,56,71.68458781362007,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,57,72.75985663082437,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,58,72.75985663082437,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,59,72.04301075268818,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,60,70.60931899641577,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,61,66.30824372759857,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,62,68.10035842293907,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,63,68.45878136200717,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,64,69.53405017921148,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,65,70.25089605734766,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,66,69.89247311827957,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,67,68.45878136200717,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,68,66.30824372759857,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,69,65.23297491039428,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,70,64.51612903225806,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,71,62.00716845878136,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,72,62.00716845878136,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,73,58.06451612903226,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,74,58.06451612903226,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,75,58.06451612903226,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,76,61.648745519713266,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,77,62.365591397849464,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,78,42.29390681003584,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,79,41.21863799283154,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,80,40.50179211469534,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,81,40.14336917562724,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,82,38.70967741935484,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,83,39.06810035842294,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,85,37.634408602150536,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,86,36.91756272401434,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,87,36.200716845878134,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,88,35.483870967741936,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,89,34.40860215053764,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,90,34.05017921146953,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,91,32.97491039426524,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,92,32.61648745519714,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,93,31.54121863799283,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,94,30.824372759856633,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,95,30.46594982078853,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,96,29.39068100358423,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,97,29.03225806451613,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,98,28.31541218637993,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_1,99,27.598566308243726,174,193,210,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_2,61,54.121863799283155,65,61,63,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_2,63,52.32974910394266,65,61,63,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_2,64,51.61290322580645,65,61,63,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
series_2,66,50.53763440860215,65,61,63,Revenue Gain vs Revenue Loss from DBCFT Adoption,Scatter plot showing relationship between trade balance and revenue change from adopting DBCFT,Trade Balance,Revenue Change
