series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_1,,72,-10.37,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,75,-11.48,185,45,60,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,76,-16.665,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,78,-20.645,185,45,60,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,78,-30.740000000000002,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_0,,81,-36.11,185,45,60,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,81,-37.41,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,86,-21.85,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,87,-21.945,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,90,-21.67,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,93,-18.33,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,96,-8.52,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
series_1,,99,-7.96,219,134,119,CIT Revenue Change vs DBCFT Adoption (Negative Range Focus),Scatter plot focusing on countries with negative revenue changes from both CIT and DBCFT adoption,"DBCFT Adoption, Revenue Percent Change","CIT Revenue, Percent Change",percent
