series,country,x_position,value,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label,value_unit
series_1,,27,2.36,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,27,2.37,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,30,2.36,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,30,2.36,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,30,2.37,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,33,3.76,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,33,3.79,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,36,3.76,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,36,3.79,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,39,3.76,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,39,3.79,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,42,3.76,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,42,3.79,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,45,3.76,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,45,3.79,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,55,2.92,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,55,2.95,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,57,2.92,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,57,2.95,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,60,2.92,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,60,2.95,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,63,2.92,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,63,2.95,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,68,3.2,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,66,2.92,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,66,2.95,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,69,3.2,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,69,3.2,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,69,3.21,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,72,3.2,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,72,3.2,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,72,3.21,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,75,3.2,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,75,3.2,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,75,3.21,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,78,3.2,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,78,3.2,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,78,3.21,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,81,1.89,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_1,,81,3.2,141,162,183,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,81,1.89,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,84,1.89,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,84,1.89,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,87,1.89,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,87,1.89,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,90,1.89,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,90,1.89,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_0,,93,1.89,199,153,156,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
series_2,,93,1.89,191,191,191,Tax Revenue Comparison by Trade Balance Status,"Comparison of current revenue, CFT revenue, and DBCFT revenue for countries with trade deficit vs surplus",Trade Status,Percent of GDP,percent
